,id,address,beds,baths,area,price,zestimate,best_deal,hdpData
76,51935764,"8816 Eagle Rock Ln, Springfield, VA 22153",3,4.0,2292,"$580,000",579700,300,"{'homeInfo': {'zpid': 51935764, 'streetAddress': '8816 Eagle Rock Ln', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.755955, 'longitude': -77.25026, 'price': 580000.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 2292.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 579700, 'rentZestimate': 2549, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 580000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 464580.0, 'lotAreaValue': 1400.0, 'lotAreaUnit': 'sqft'}}"
83,51933040,"6386 Shaundale Dr, Springfield, VA 22152",3,3.0,1720,"$499,900",499100,800,"{'homeInfo': {'zpid': 51933040, 'streetAddress': '6386 Shaundale Dr', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.777706, 'longitude': -77.252365, 'price': 499900.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1720.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 499100, 'rentZestimate': 2400, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 499900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 406390.0, 'lotAreaValue': 2000.0, 'lotAreaUnit': 'sqft'}}"
134,51967829,"7986 Northumberland Rd, Springfield, VA 22153",3,4.0,1320,"$499,000",497700,1300,"{'homeInfo': {'zpid': 51967829, 'streetAddress': '7986 Northumberland Rd', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.738632, 'longitude': -77.21417, 'price': 499000.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1320.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 497700, 'rentZestimate': 2466, 'listing_sub_type': {'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 499000.0, 'comingSoonOnMarketDate': 1662681600000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 427260.0, 'lotAreaValue': 1600.0, 'lotAreaUnit': 'sqft'}}"
125,51946383,"6374 Michael Robert Dr, Springfield, VA 22150",3,4.0,1392,"$525,000",522800,2200,"{'homeInfo': {'zpid': 51946383, 'streetAddress': '6374 Michael Robert Dr', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.777073, 'longitude': -77.158356, 'price': 525000.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1392.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 522800, 'rentZestimate': 2499, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 525000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 406020.0, 'lotAreaValue': 1040.0, 'lotAreaUnit': 'sqft'}}"
363,51946576,"6360 Andrew Matthew Ter, Springfield, VA 22150",3,3.0,1440,"$500,000",497800,2200,"{'homeInfo': {'zpid': 51946576, 'streetAddress': '6360 Andrew Matthew Ter', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.776234, 'longitude': -77.15992, 'price': 500000.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1440.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 497800, 'rentZestimate': 2400, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 500000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 402370.0, 'lotAreaValue': 1088.0, 'lotAreaUnit': 'sqft'}}"
121,51968650,"8260 Crestmont Cir, Springfield, VA 22153",2,2.0,930,"$422,000",418100,3900,"{'homeInfo': {'zpid': 51968650, 'streetAddress': '8260 Crestmont Cir', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.732517, 'longitude': -77.22976, 'price': 422000.0, 'datePriceChanged': 1662015600000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 930.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 418100, 'rentZestimate': 1950, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$7,000 (Sep 1)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 422000.0, 'priceChange': -7000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 343810.0, 'lotAreaValue': 1059.0, 'lotAreaUnit': 'sqft'}}"
96,51940057,"8890 Eagle Rock Ln, Springfield, VA 22153",3,4.0,2324,"$580,000",575999,4001,"{'homeInfo': {'zpid': 51940057, 'streetAddress': '8890 Eagle Rock Ln', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.7545, 'longitude': -77.24906, 'price': 580000.0, 'datePriceChanged': 1662274800000, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 2324.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 575999, 'rentZestimate': 2600, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$19,900 (Sep 4)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 580000.0, 'priceChange': -19900, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 490820.0, 'lotAreaValue': 2100.0, 'lotAreaUnit': 'sqft'}}"
102,51946479,"6396 Dakine Cir, Springfield, VA 22150",3,4.0,1338,"$589,900",585831,4069,"{'homeInfo': {'zpid': 51946479, 'streetAddress': '6396 Dakine Cir', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.77522, 'longitude': -77.16175, 'price': 589900.0, 'datePriceChanged': 1661410800000, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1338.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 585831, 'rentZestimate': 2400, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$5,100 (Aug 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 589900.0, 'priceChange': -5100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 476580.0, 'lotAreaValue': 1400.0, 'lotAreaUnit': 'sqft'}}"
364,51907629,"6153 Roxbury Ave, Springfield, VA 22152",4,3.0,2023,"$693,000",688900,4100,"{'homeInfo': {'zpid': 51907629, 'streetAddress': '6153 Roxbury Ave', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.78326, 'longitude': -77.23454, 'price': 693000.0, 'datePriceChanged': 1662015600000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2023.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 688900, 'rentZestimate': 2914, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$17,000 (Sep 1)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 693000.0, 'priceChange': -17000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 575230.0, 'lotAreaValue': 10725.0, 'lotAreaUnit': 'sqft'}}"
104,51941476,"7235 Whitlers Creek Dr, Springfield, VA 22152",3,4.0,1750,"$599,900",595800,4100,"{'homeInfo': {'zpid': 51941476, 'streetAddress': '7235 Whitlers Creek Dr', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.760147, 'longitude': -77.225395, 'price': 599900.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1750.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 595800, 'rentZestimate': 2499, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 599900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 466960.0, 'lotAreaValue': 1760.0, 'lotAreaUnit': 'sqft'}}"
112,63221077,"7704 Hickory Glen Way, Springfield, VA 22153",3,4.0,1873,"$599,900",595762,4138,"{'homeInfo': {'zpid': 63221077, 'streetAddress': '7704 Hickory Glen Way', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.72226, 'longitude': -77.20987, 'price': 599900.0, 'datePriceChanged': 1661842800000, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1873.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 595762, 'rentZestimate': 2653, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$25,100 (Aug 30)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 599900.0, 'priceChange': -25100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 444410.0, 'lotAreaValue': 1650.0, 'lotAreaUnit': 'sqft'}}"
60,60392675,"7364 Stream Bluff Way, Springfield, VA 22153",3,4.0,1930,"$699,900",695100,4800,"{'homeInfo': {'zpid': 60392675, 'streetAddress': '7364 Stream Bluff Way', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.757668, 'longitude': -77.22118, 'price': 699900.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1930.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 695100, 'rentZestimate': 2799, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 699900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 561560.0, 'lotAreaValue': 1968.0, 'lotAreaUnit': 'sqft'}}"
359,51878913,"8434 Thames St, Springfield, VA 22151",5,4.0,2849,"$699,530",694315,5215,"{'homeInfo': {'zpid': 51878913, 'streetAddress': '8434 Thames St', 'zipcode': '22151', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.808537, 'longitude': -77.23586, 'price': 699530.0, 'datePriceChanged': 1660114800000, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 2849.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 694315, 'rentZestimate': 3413, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$15,370 (Aug 10)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 699530.0, 'priceChange': -15370, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 609640.0, 'lotAreaValue': 10500.0, 'lotAreaUnit': 'sqft'}}"
109,51972682,"8408 Terra Woods Dr, Springfield, VA 22153",6,4.0,3106,"$779,900",774100,5800,"{'homeInfo': {'zpid': 51972682, 'streetAddress': '8408 Terra Woods Dr', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.729145, 'longitude': -77.20439, 'price': 779900.0, 'datePriceChanged': 1659510000000, 'bathrooms': 4.0, 'bedrooms': 6.0, 'livingArea': 3106.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 774100, 'rentZestimate': 1605, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$10,000 (Aug 3)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 779900.0, 'priceChange': -10000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 562530.0, 'lotAreaValue': 8895.0, 'lotAreaUnit': 'sqft'}}"
116,51968198,"8124 Cliffview Ave, Springfield, VA 22153",2,4.0,2326,"$525,000",519000,6000,"{'homeInfo': {'zpid': 51968198, 'streetAddress': '8124 Cliffview Ave', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.73625, 'longitude': -77.22503, 'price': 525000.0, 'bathrooms': 4.0, 'bedrooms': 2.0, 'livingArea': 2326.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 519000, 'rentZestimate': 2650, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 525000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 425480.0, 'lotAreaValue': 1600.0, 'lotAreaUnit': 'sqft'}}"
378,51912795,"5914 Hanover Ave, Springfield, VA 22150",4,3.0,1893,"$609,000",602911,6089,"{'homeInfo': {'zpid': 51912795, 'streetAddress': '5914 Hanover Ave', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.78924, 'longitude': -77.1954, 'price': 609000.0, 'datePriceChanged': 1661583600000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 1893.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 602911, 'rentZestimate': 2949, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$14,000 (Aug 27)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 609000.0, 'priceChange': -14000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 511520.0, 'lotAreaValue': 10378.0, 'lotAreaUnit': 'sqft'}}"
366,51939873,"7210 Olde Lantern Way, Springfield, VA 22152",3,4.0,1995,"$625,000",617600,7400,"{'homeInfo': {'zpid': 51939873, 'streetAddress': '7210 Olde Lantern Way', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.7595, 'longitude': -77.23026, 'price': 625000.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1995.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 617600, 'rentZestimate': 2600, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 625000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 478300.0, 'lotAreaValue': 2380.0, 'lotAreaUnit': 'sqft'}}"
376,51904946,"8722 Clydesdale Rd, Springfield, VA 22151",4,3.0,2178,"$649,000",641500,7500,"{'homeInfo': {'zpid': 51904946, 'streetAddress': '8722 Clydesdale Rd', 'zipcode': '22151', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.803944, 'longitude': -77.24828, 'price': 649000.0, 'datePriceChanged': 1660978800000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2178.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 641500, 'rentZestimate': 3039, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$30,000 (Aug 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 649000.0, 'priceChange': -30000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 531520.0, 'lotAreaValue': 10500.0, 'lotAreaUnit': 'sqft'}}"
362,51936104,"6703 Portree Ct, Springfield, VA 22152",5,3.0,2560,"$699,900",691900,8000,"{'homeInfo': {'zpid': 51936104, 'streetAddress': '6703 Portree Ct', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.769337, 'longitude': -77.23374, 'price': 699900.0, 'datePriceChanged': 1661410800000, 'bathrooms': 3.0, 'bedrooms': 5.0, 'livingArea': 2560.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 691900, 'rentZestimate': 2963, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$25,100 (Aug 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 699900.0, 'priceChange': -25100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 544190.0, 'lotAreaValue': 0.33048668503213957, 'lotAreaUnit': 'acres'}}"
101,51911994,"6805 Front Royal Rd, Springfield, VA 22151",3,2.0,1273,"$599,900",591300,8600,"{'homeInfo': {'zpid': 51911994, 'streetAddress': '6805 Front Royal Rd', 'zipcode': '22151', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.80402, 'longitude': -77.179146, 'price': 599900.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1273.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 591300, 'rentZestimate': 2650, 'listing_sub_type': {'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 599900.0, 'comingSoonOnMarketDate': 1663027200000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 473080.0, 'lotAreaValue': 0.25548668503213956, 'lotAreaUnit': 'acres'}}"
371,51972820,"8531 Chapman Oak Ct, Springfield, VA 22153",2,3.0,1649,"$475,000",465900,9100,"{'homeInfo': {'zpid': 51972820, 'streetAddress': '8531 Chapman Oak Ct', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.725723, 'longitude': -77.207085, 'price': 475000.0, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1649.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 465900, 'rentZestimate': 2279, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 475000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 397360.0, 'lotAreaValue': 1200.0, 'lotAreaUnit': 'sqft'}}"
108,65725607,"8264 Native Violet Dr, Lorton, VA 22079",5,7.0,3648,"$999,999",988856,11143,"{'homeInfo': {'zpid': 65725607, 'streetAddress': '8264 Native Violet Dr', 'zipcode': '22079', 'city': 'Lorton', 'state': 'VA', 'latitude': 38.71839, 'longitude': -77.226425, 'price': 999999.0, 'datePriceChanged': 1658127600000, 'bathrooms': 7.0, 'bedrooms': 5.0, 'livingArea': 3648.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 988856, 'rentZestimate': 3899, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$25,001 (Jul 18)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 999999.0, 'priceChange': -25001, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 775930.0, 'lotAreaValue': 9028.0, 'lotAreaUnit': 'sqft'}}"
110,51912257,"7010 Leewood Forest Dr, Springfield, VA 22151",3,4.0,1536,"$509,900",498000,11900,"{'homeInfo': {'zpid': 51912257, 'streetAddress': '7010 Leewood Forest Dr', 'zipcode': '22151', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.8043, 'longitude': -77.18467, 'price': 509900.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1536.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 498000, 'rentZestimate': 2499, 'listing_sub_type': {'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 509900.0, 'comingSoonOnMarketDate': 1662595200000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 415350.0, 'lotAreaValue': 2380.0, 'lotAreaUnit': 'sqft'}}"
45,65727301,"7005 Caton Woods Ct, Springfield, VA 22150",5,4.0,6305,"$1,225,000",1211201,13799,"{'homeInfo': {'zpid': 65727301, 'streetAddress': '7005 Caton Woods Ct', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.765385, 'longitude': -77.192024, 'price': 1225000.0, 'datePriceChanged': 1661929200000, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 6305.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1211201, 'rentZestimate': 3998, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$24,000 (Aug 31)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1225000.0, 'priceChange': -24000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 760580.0, 'lotAreaValue': 0.3178374655647383, 'lotAreaUnit': 'acres'}}"
74,51911829,"5739 Heming Ave, Springfield, VA 22151",4,3.0,2514,"$750,000",735400,14600,"{'homeInfo': {'zpid': 51911829, 'streetAddress': '5739 Heming Ave', 'zipcode': '22151', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.79406, 'longitude': -77.20523, 'price': 750000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2514.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 735400, 'rentZestimate': 3099, 'listing_sub_type': {'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 750000.0, 'comingSoonOnMarketDate': 1663718400000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 597920.0, 'lotAreaValue': 10129.0, 'lotAreaUnit': 'sqft'}}"
51,51935324,"9020 Octavia Ct, Springfield, VA 22153",4,3.0,2397,"$849,900",828900,21000,"{'homeInfo': {'zpid': 51935324, 'streetAddress': '9020 Octavia Ct', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.751045, 'longitude': -77.25598, 'price': 849900.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2397.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 828900, 'rentZestimate': 3164, 'listing_sub_type': {'is_openHouse': True, 'is_comingSoon': True}, 'openHouse': 'Sat. 1-3pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 849900.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1662840000000, 'open_house_end': 1662847200000}]}, 'comingSoonOnMarketDate': 1662595200000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 684900.0, 'lotAreaValue': 0.2999540863177227, 'lotAreaUnit': 'acres'}}"
